path,category,width,height,has_alpha,sha256,status,source_status,engineering_review,review_note
02_ASSETS/hud/hud_height_sign.png,hud,454,225,True,8a21ce5b4d8be20b7d08bed4ccd3c776ba3ef474da2e3d16944423ec5f0d71c0,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/hud/hud_next_frame.png,hud,272,379,True,bdd75d6f25a144269c40b031995ab9ac66c2ea584345534d236c7c67c6712bc3,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,框内烤有固定方块虚线，右侧带邻近组件残片。
02_ASSETS/hud/hud_pause.png,hud,258,225,True,92527ec1242cdcc4e4eee92c60fab7ca2e540a531596f8767f6ef25a8680cc4b,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,上方和侧面带邻近组件残片。
02_ASSETS/hud/hud_region_sign.png,hud,427,225,True,3169feb78f0acc23c55638efee30d65d750f8aeab3e5564f8e101986a7c6fd9c,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/hud/hud_rotate_90.png,hud,430,403,True,e7c0d6f5ef2236287f61ab38cd0ddcf3773bcb5ef2a9154b56b9d7e4d4953c8c,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,上方和侧面带邻近组件残片。
02_ASSETS/hud/hud_star_empty_set.png,hud,245,185,True,83ffc141b4a673d8fc1e665a80d6df875949a70a3574029b4317b265760fd7ba,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,上方残片，星星组合边界需拆分复核。
02_ASSETS/hud/hud_star_full_set.png,hud,359,185,True,d54747eb636121ad2cc05c55a80387e1e9c3b3d134df8371d5a8c7d4243ae394,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,上方残片，星星组合边界需拆分复核。
02_ASSETS/hud/logo_game.png,hud,561,350,True,44b706a04a9b10fe347dd9f6226b036559455f7b73b6a987d73c87a7757de6d5,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/item_cooldown_overlay.png,item_bar,198,200,True,9f4b20ac1a735ec2c198c957e2d165e0147120ba0c5f7383269c39032e99b618,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/item_count_badges.png,item_bar,177,101,True,4755a6061933349dc0d3e0b6ca42aacba8122efce260fc72e9e601e80b396528,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/item_delete_btn.png,item_bar,175,193,True,8bc1eeef9fd00530df2d78ab7cb787d5c1b961cd720842a910bccc878b13f8e2,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/item_slot_disabled.png,item_bar,158,142,True,fc6400d50b8e1e715eb47c5e8eb219d407068fd8b24cf7c63fbe7c896209748d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/item_slot_plus.png,item_bar,200,177,True,c8d025e704c1595ed165f82f8d98ff78ba8d25c61a5843087d33d4c716c02545,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/item_slot_selected.png,item_bar,179,152,True,968cdcc9a42d8ea5c1d6759c51df5ce8cc11d52bf95fbe3b436d7e4728815e70,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/itembar_empty.png,item_bar,345,173,True,cc687bc0f95193015784483d8d41e2fbda3f7863f59f889769c36ac2f6aa529a,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/itembar_highlight_both.png,item_bar,322,175,True,e25fdf380da21ff985b0eb57a34f99eb003bd9de61d328c3d7d920a9808cacec,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/itembar_highlight_left.png,item_bar,328,175,True,01593c48977562bccaf9626579266e7b67a6c94d4b32b90f0fb4eee5a393c0f7,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/itembar_highlight_right.png,item_bar,321,175,True,ab6ee383d7fd5451f58be4e9305c7ffa763ece64036662341668c40f8d9ae3b6,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/itembar_title.png,item_bar,286,210,True,28a0dafebe4ae716d615644e10c5cf3a7c6e1dfe23399911a201de700a7c16e6,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/item_bar/itembar_toggle.png,item_bar,305,190,True,bc99e178620382f3f179f5bc3e9b95ad8c930a3e4e7c49d8e7b2016aec0180ac,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_feather_hud.png,items,242,290,True,5efe83ac9182d7b4b800e1e67601a4b0f868d38b8a708731811d73275c6a829c,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_feather_large.png,items,242,430,True,b1d36063ed95c03f18e928df7a55728f02fe760b4c7aa919ce117c510529fec7,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_reroll_hud.png,items,240,283,True,c4767a5e8ed17efe75e31b55bb49829db5b22b7e6c12f610dfbc7905b72c1bd7,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_reroll_large.png,items,241,419,True,e81c78c731882836ffda720e690d1395106e7986a446c57db0544d76c10775e7,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_restore_star_hud.png,items,241,264,True,11d35b26b008cf3c177fcdfa282d2c911346183c8d5bec58748fbea62365e45f,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_restore_star_large.png,items,237,415,True,18ccfee838fbb271c58477585f444630526309337ce1828eee746bc0476bbea5,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_shrink_hud.png,items,241,290,True,018797fbd8f7cb28cb9a4b79612c97ccfecc5e5dff6195a15a117a32887c4f71,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_shrink_large.png,items,241,372,True,9dda8dafbb5e0ac7c4669f6bdd71af6315e8f902d1035f03a327965d03c69327,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_strong_glue_hud.png,items,241,285,True,cbc2005380a5452b2483d11b3c87c037bbb62ac481d3e72b8608c5ab72a88c7f,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_strong_glue_large.png,items,241,381,True,d0ef3f7dfb52f1f0d7102f900d4199788f9a13e6596fc9b6dafcefbe6c6d64f9,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_undo_hud.png,items,242,290,True,ae82d52d743b4407b233695dc3d61391b7638b443cce667e582d8e3c518ba465,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/items/prop_undo_large.png,items,242,384,True,94da747e0a640e8fc838d82e2e82b3c7fad759d99baf167a077ce7d0c1f27a6d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/landing_hint_large.png,landing,450,230,True,1354fffaa9002b4c9eb5c6ad5cc44c08f938c4443c7e444ab112a121cf40b857,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/landing_hint_medium.png,landing,440,230,True,b26ae9509b63a8e0992b6675b851d067c88d0675ca043dab863aed77640c43af,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/landing_hint_small.png,landing,369,230,True,62c704602e06e020bf287782a0e745a856b250bd358f9cc76af88b2297fd4e3b,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/landing_shadow_large.png,landing,430,190,True,37e29b7de431435e7cb81a1c1b99d031ef83f342758710f513a0dea7b297bfaa,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/landing_shadow_medium.png,landing,420,190,True,1d55e467a426bddfd3d3d49851cdf5e8c3536fbffa812a744216932e0fccf736,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/landing_shadow_small.png,landing,359,190,True,907230e65623a2b2e9c3f747c0e87ddc7d4ff13317f90be91c96e5d1d00d6e5e,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/landing/platform_city_base.png,landing,483,420,True,f00e1f21d059fe35793aadf260ecea07943ec0885a127762e543a44e009a147f,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
